date,price
20260407	20260407,3320
20260408	20260408,3295
20260409	20260409,3256
20260410	20260410,3297
20260413	20260413,3304.5
20260414	20260414,3300
20260415	20260415,3362
20260416	20260416,3415
20260417	20260417,3439
20260420	20260420,3430
20260421	20260421,3438
20260422	20260422,3468
20260423	20260423,3446
20260424	20260424,3485
20260427	20260427,3444.5
20260428	20260428,3365
20260429	20260429,3331
20260430	20260430,3363
20260501	20260501,3349
20260505	20260505,3348
20260506	20260506,3402
20260507	20260507,3425
20260508	20260508,3417
20260511	20260511,3442
20260512	20260512,3498
20260513	20260513,3517
20260514	20260514,3596
20260515	20260515,3527
20260518	20260518,3529
20260519	20260519,3517
20260520	20260520,3519
20260521	20260521,3527.5
20260522	20260522,3544.5
20260526	20260526,3567
20260527	20260527,3516
20260528	20260528,3486
20260529	20260529,3549
20260601	20260601,3555
20260602	20260602,3612
20260603	20260603,3624.5
20260604	20260604,3564
20260605	20260605,3575
20260608	20260608,3519
20260609	20260609,3576
20260610	20260610,3486
20260611	20260611,3468
20260612	20260612,3557
20260615	20260615,3562
20260616	20260616,3550
20260617	20260617,3592
20260618	20260618,3565
20260619	20260619,3584.5
20260622	20260622,3612.5
20260623	20260623,3503
20260624	20260624,3437
20260625	20260625,3432
20260626	20260626,3460
20260629	20260629,3491
20260630	20260630,3565.5
20260701	20260701,3529
20260702	20260702,3475
20260703	20260703,3546
20260706	20260706,3599
20260707	20260707,3560
20260708	20260708,3529
20260709	20260709,3622
20260710	20260710,3602
20260713	20260713,3571
20260714	20260714,3589.5
20260715	20260715,3553.5
20260716	20260716,3591
20260717	20260717,3549
20260720	20260720,3575
20260721	20260721,3591
20260722	20260722,3614
20260723	20260723,3653
20260724	20260724,3633
20260727	20260727,3685.5
20260728	20260728,3631.5
20260729	20260729,3639
20260730	20260730,3662
20260731	20260731,3710.5
20260803	20260803,3751
20260804	20260804,3730
20260805	20260805,3737
20260806	20260806,3857
20260807	20260807,3785
20260810	20260810,3786
20260811	20260811,3822
20260812	20260812,3852
20260813	20260813,3806
20260814	20260814,3875
20260817	20260817,3855
20260818	20260818,3795
20260819	20260819,3750
20260820	20260820,3865.5
